author,datePublished,reviewRating,description,name
JenJen C.,2021-08-24,4,I love this place Everything taste so good Im not sure if they ave much vegetables options but I mostly order their famous dish and it was mostly deep fried a bit too heavy at the end of the meal Services are really nice Its a place I would definitely go back,Do Chay
Loewe C.,2020-08-31,4,Came here as a non-vegetarian and non-vegan and was pleasantly surprised at the quality of the food Prices were reasonable and portions were big The food is good  very savoury and does not make you feel like you are missing out by not having any meat We ordered the salted egg yolk eggplant crepe and the satay noodles Crepe was very interesting and big  good to share with 2 people The satay noodles had a very creamy peanut broth and was very hearty The salted egg yolk eggplant sounded very trendy but it tasted more like normal fried eggplant very subtle salted egg yolk flavour All in all I will come again if I ever feel like being healthy and eating more vegetables Full review https://sincerelyloewe.com/do-chay,Do Chay
Michaela B.,2021-06-23,3,To start with the positive the coconut rice cakes were so delicious and unexpected Ive never had anything like them and I would definitely order again The banh xeo was ok It tasted good especially paired with the fresh herbs and dipping sauce But there was a too much jicama and the crepe wasnt quite crispy enough making the dish a bit soft and soggy The bun bo hue was a disappointment The broth was very bland and the tiny pieces of lemongrass made it a pretty unpleasant eating experience It feels like it was made by someone who has never cooked with lemongrass before The vegan bun bo hue at Khoe is wayy better Overall Id give Do Chay another chance Id like to try the banh xeo in house rather than delivery to have it fresh And those coconut rice cakes are worth returning for,Do Chay
Sara L.,2021-09-04,5,This is a gem of a restaurant Third time going and excellent as before Tried the coconut rice cakes for thé first time and they were delicious and I like anything Ive ever had before My main dish was eggplant and it was so tender and tasty with a lovely sauce Portions are large here the service is great and friendly I look forward to returning,Do Chay
Tyson L.,2021-06-26,5,Rarely will you find MeeT empty  an arbitrary indicator of popularity if you care about that  as the vegan food is of high quality with solid portions After multiple visits some with Vegans others with the oh but you need animal protein to survive cohort 90% of guests would recommend the restaurant for its all-inclusive varying menu My test for a good restaurant is whether I could replicate the dishes and/or be willing to create the dishes and I could not with the same flavors Personally a big fan of the Macro bowl or the Meet burger but most friends are content with the selection of poutines and the Mighty Mac Good quality food is good quality food and whether youre vegan or not you will be satisfied,MeeT on Main
Melissa E.,2021-10-09,4,Im not a vegan but I love trying innovative vegan food This place has a great drink menu and a great vibe Ordered the fried oyster mushroom calamari to start and it was super tasty Perfectly fried served with a nice garlicky tzatziki and a wedge of lemon Honestly I actually prefer this over real calamari My only complaint was it was a tad salty For the mains we had The Crispy BBQ burger and the Meet Burger This comes with salad and fries and both are delicious Salad was lightly dressed and had a nice tangy dressing Fries were soooo good like too good like you eat too many you have to unbutton the top of your pants after so you can breathe good The burgers were tasty but very big and hard to eat Bbq sauce was delicious Definitely coming back to try the bowls next Service was great as well,MeeT on Main
Matt B.,2021-07-30,4,Im much more sold on this place nowadays I order every few months and am always satisfied One of my favourites is the Seoul bowl 17.50 plus tax which comes with deliciously seasoned and sauced chicken perfectly fermented kimchi sauteed mushrooms and onions cooked kale cooked bean sprouts raw carrots some nori served over brown rice and drizzled with a nice sweet ginger soy sauce Generous portion and nicely constructed bowl Very satisfying dish One of the better non-ethnic vegan places in town Recommended,MeeT on Main
Jill N.,2021-03-18,5,Went here for St Patties Day Our server Derek was AWESOME Seriously made our night I got the double double and my friend got the angry bird with poutine It was my friends first time having vegan food and explained wow I thought Id have to compromise flavour but this is some of the best food Ive ever had a restaurant ever For dessert we had chocolate moose  so light and fluffy  and the cheesecake which was also very tasty and a bit richer Was an amazing evening Will definitely be back Huge shout out to Derek again for all his guidance patience and for being an awesome person as well Definitely put our already great evening off the charts,MeeT on Main
Maling S.,2020-09-17,5,Sept 17 and went with my brother for vegan food Decided ok MeeT on Main We went about 5:30pm and was able to get a seat outside I now need to watch my sugar intake closely Its harder to eat out because of this They were able to find something I can have and adjusted some ingredients I had the Macro bowl Instead of mushrooms which I am not a fan of with sweet potato It was delicious I can confirm the dinner did not spike my blood sugar the next morning My brother had the Main burger and he enjoyed it He said its the best veggie burger he has had They were bumping busy with lots of people picking up orders Highly recommend,MeeT on Main
Dana S.,2021-02-18,5,Ive ordered takeout from the Yaletown location but this was my first time dining in at a MeeT and I was pretty impressed The menu has great variety  no matter what type of cuisine you might be craving theres something for you Apparently theyre most known for their burgers but I really enjoyed the bowl I had here and from their Yaletown location I had the Butter Chikkin and absolutely loved the chicken the texture was very satisfying and it delivered the savoury flavour of chicken without being too meaty The curry sauce was also complex in taste and just spicy enough They serve it with a side salsa salad which I thought was kind of a surprising pairing with the butter chicken but it was really good regardless Everyone in my party really enjoyed their food and portion sizes were good all around This is the first restaurant Ive visited that does temperature checks for customers and from how simple it was Im surprised more places arent doing it The staff were all very friendly and despite being busy they were efficient and just attentive enough,MeeT on Main
Michelle H.,2020-05-08,4,I havent had this is YEARS I used to be SO obsessed with Meet on Main back in high school During lunch breaks spare blocks and even before basketball practices/games I would always be rushing to Main Street to pick up my Noodley-Thai order Now that Im a little older and my preferences have changed a little i cant wait to finally try something else on their menu as Ive only ever ordered Noodley-Thai I also absolutely love their Chocolate and Coconut Ganache Tart vegan dairy-free it just melts in your mouth This is definitely up their in my top 5 favourite desserts  A little bit on the pricier side but its always a great experience whether Im dining in or getting take out My only complaint is that the food does take quite a bit of time,MeeT on Main
Aaron W.,2021-05-24,1,Saw 3 patio tables empty and barely any line ups but was told to wait 45 mins Thought gave this a try again but the service isnt there Was also promised a gift card from the owner but its been over 3 years and never got that gift card Not gonna support this restaurant again,MeeT on Main
Jasmine Y.,2021-09-15,5,Ordered takeout online to the Main Street location I arrived a little early and my order was done right when I got there which was awesome Love ordering online and picking up Makes it so convenient I ordered the ginger beef bowl and it was awesome Ive ordered a few times and everything Ive gotten has been amazing My sister is vegetarian and this is the 1 place she asks for Definitely one of the regular go tos,MeeT on Main
Jennifer B.,2020-03-12,5,Love the MeeT restaurants in Vancouver Ive eaten here several times over the past few years Street parking is easy at this location Its usually busy but the wait if any is minimal We went on a Wednesday night for dinner It was packed but we got right in The entire menu is vegan and delicious We ordered two things wed never had before hot and sour soup and a special poutine The soup was very bland and brothy I wouldnt liken it to hot and sour soup at all The poutine was excellent and is featured just this week They have several types of poutine offered on the regular menu though The burger is fantastic if you want comfort food Comes with fries and a little salad The mushroom calamari is a must Lightly battered and delicious,MeeT on Main
Purple Z.,2021-08-10,5,Ive been a couple times to the restaurant in Gastown always liked it Not disappointed at the Main location,MeeT on Main
Chloe C.,2020-09-11,5,I probably wont be dining out as often since school has started but I went to MeeT today for their weekly feature and it was hella good Chikkin Whoa-Fredo 5/5 I absolutely adored this dish While I would have liked a little more sauce since the sauce was delicious I have zero complaints about this The noodle to chikkin ratio was pretty good the Alfredo was creamy and flavourful the chikkin was tender and the arugla was fresh Alfredo is usually a hit or miss for me but MeeT nails it every time Crispy Kalamari Caesar 4.5/5 This was really good but for the first time in my life I am saying that there was too much dressing While I appreciate the generosity Ill probably ask for the dressing on the side next time The mushrooms were nice and crispy and the tzatziki was creamy and flavourful The greens were fresh and the croutons were crispy I really enjoyed this Theres a reason why MeeT is one of my go-to restaurants Their food is amazing and their weekly specials are always something to look forward to I will definitely be back hopefully soon,MeeT on Main
John R.,2021-02-02,3,I used love MeeT on Main I order MeeT via door dash every Saturday I am noticing the quality of the food is going downhill from the Main Street location My friend and I ordered the Crispy BBQ Burger Hands down this is a very delicious burger mouth watering and you cant tell it is vegan The burger this time came so spicy that it caused heart burn and I had to stop eating it My friend also commented and asked me why so spicy The box the burger came in had bbq crispy burger written on it The previous burgers I have had were never this spicy Oyster mushroom Kalamari is great appie to order We highly recommend this dish This passed weekend I ordered MeeT on Main and the burger bun was stale and the flavour was not like I have had before,MeeT on Main
Norman S.,2020-02-25,4,Never thought vegetarian food could taste this good Im a meat lover like all things meat Im there I was skeptical when we decided to go here but kept an open mind When I think of vegetarian or healthy foods I dont normally associate it with something flavourful or something I would opt for We ordered the Seoul Bowl and the Butter Chikkin Poutine Butter Chikken Poutine was hella good Like WOW didnt realize there could be something so flavourful and so tasty and it doesnt even contain meat This was absolutely tasty any way you look at it Seoul Bowl was jam packed with ingredients and had a variety of textures from kimchi to bean sprouts to carrots and mushrooms Seriously enjoyed every bite of it There was a slight confusion as I wasnt aware I would be ordering food from the bartender but once we figured that out everything was smooth The staff there was amazing and the bartender was super nice and made some killer drinks Ordered a That dont Empress me much and a Meet Ceasar The Empress drink had a nice frothy layer on top and the orange and grapefruit flavours made it extra tasty Ceasar was Ok to me but I feel that way about most Ceasars as its a pretty standard drink Also if youre a fan on Kombucha they have it on tap and the entire dining experience I watch them pump out dozens of drinks out Must be sometime to check out next time I think you deserve to experience this place You maybe skeptical like me but go in there with an open mind I think youd be really surprised,MeeT on Main
Elsa C.,2020-01-31,3,It was a rainy Friday in January A group of 8 of us arrived at 11:30 and were seated immediately There was a list of kombucha but only 2 were available at that time I ordered the house Kombucha and it tasted alright We ordered at 11:52am and the order arrived at 12:07pm I ordered the Thai salad I forgot to ask for the dressing to be on the side and I find the salad to be a bit overdressed for my liking The salad was ok Nothing special Some of the group didnt really like it some find it good Overall nice experience,MeeT on Main
Chef D.,2020-09-24,4,This spot always serves up the yummiest vegan food My personal favourite is the Vegan Mac and Cheese If you ever need somewhere for some delicious vegan comfort food,MeeT on Main
Patrick F.,2021-01-27,5,A great selection of Vegan food The sweet chili Cauliflower was delicious The burger was great Looking forward to visiting again,MeeT on Main
Niall O.,2021-09-29,3,The staff all seemed really nice and their was a nice atmosphere but the food was pretty poor It could just be that my partner and I both ordered the wrong item or were there on an off night but we felt like they were trading much more if the novelty of the vegan food resembling other dishes than it actually being particularly tasty,MeeT on Main
Autumn M.,2021-04-08,5,Its taken me way too long to review this place Ive eaten in-house twice over the past year and ordered takeout from here countless times I usually get the macaroni and cheese with the added sausage and damn its so good That said Ive ordered quite a few things off their menu and Ive been impressed with everything They dont skimp out on flavour When we ate in the service was great too The waitress was friendly and not intrusive When its safe to do so well definitely be back In the meantime well happily keep ordering takeout,MeeT on Main
Annette Y.,2019-06-05,4,I love going to MeeT with friends Its the perfect places that satisfies everyones palate and leaves you feeling like a true Vancouverite also stuffed for eating plant based Plus the atmosphere is so much fun We had no issues getting a table for 5 on a Saturday afternoon and the service was really fast too Just wish they came around more often to refill our waters So far Ive only stuck with the bowl dishes at MeeT which Ive found so filling and hits the spot every time There are plenty of veggies in each bowl and it comes with brown rice too The noodly Thai has a great sauce but doesnt leave you feeling greasy after which I love Ill have to come back to try the poutine and the burgers another time,MeeT on Main
Cherry L.,2021-10-29,3,I am a long time customer of CHAU and enjoy their food and drinks Their items are usually always great however I am very disappointed with their execution this time Included is a photo of the coconut shake which I requested for it to be no ice because it was a very cold night This is unacceptable behaviour from a restaurant I know of no other place that under-fills their drinks like this due to a no ice request If this is the case I think they should list the amount of ml on their menu to let the customers know the exact amount they are purchasing Or at least inform the customer at point-of-purchase I am actually already very surprised that I found one piece of coconut meat in this takeout drink because Ive received this drink multiple times without a single piece of coconut meat when I get it to go they usually put two pieces when you order for dine in For a drink that is charged at 6.25 plus taxes I am very disappointed in the amount that was given It is barely half full Overall the taste of food and drinks is great but I am very disappointed in the restaurants execution and inconsistency,CHAU Veggie Express
Marc L.,2021-10-22,5,just a lovely place to be and the food is very carefully prepared clean nice patio fun staff,CHAU Veggie Express
Thu N.,2021-10-29,4,The menu is diverse with different types of vegetarian dishes compared to other vegetarian restaurants The food is mixture of Vietnamese  Western styles and tastes so good The space is a little small and more suitable for small group gathering  under 5 people,CHAU Veggie Express
Van F.,2021-10-07,5,Today I witnessed a couple of losers harassing the Victoria Street staff for upholding mask/passport policy So unfair You guys are doing a great job keeping yourselves and community safe by following provincially mandated health orders My lunch was delicious,CHAU Veggie Express
Domenic P.,2020-08-29,5,The golden temple soup has healing powers I truly believe it is the best soup Ive had It is named after the famed abode of god a chromed out holy architecture that looks like a wet dream of Salvador Dali who was once quoted saying I dont do drugs I am drugs Which is what this soup is drugs You crave it and it makes you feel better The song Love Is Only A Feeling came on through the speakers after It was placed on my table On this particular day I didnt have plans of coming here but the guy in front of me was turning left and it took me until right now to realize that was no ordinary man that was my spirit guide Woscar that lead me to this soup Please consider offering bibs as my white shirt now has many turmeric stains,CHAU Veggie Express
Marina B.,2020-09-28,5,I absolutely love Chau I cant believe that for years I held off trying it because I was under the false belief that I wouldnt feel fully satisfied with it being vegan I finally tried it one evening with a vegan friend and boy was I wrong The moment the golden temple broth touched my lips I was hooked Ive been coming here regularly ever since Even my meat-loving boyfriend loves it Im so obsessed with the golden-temple soup that I cant not order it every single time My favourite way to have it is with the quinoa which sounds like its going to be too healthy tasting but it just compliments the soup so well The texture of the quinoa is so nice in the soup and it doesnt really absorb the broth too much I also like to get extra veggies between my boyfriend and I we get one order of extra regular veggies broccoli cauliflower carrot and one extra order of yams The extra veggies makes it all the more hearty and I always have leftovers Even though I always get the golden temple Ive tried lots of other things too Everything so far has been delicious Ive tried the diving for pearls soup  which is really tasty the fresh rolls the tempeh one is my absolute favourite the baisou chips must get the coconut shake so yummy must try and the peanut bar you absolutely must get this The ice cream is also really yummy my favourite is the green goodness I dont usually like vegan ice cream but this is so delish Chau is a great place for a quick casual healthy bite for vegans and non-vegans a like The service is always friendly and prompt and the food is always delicious and consistent It also a great place for takeout which is especially important in these times I find in a lot of other restaurants the food either doesnt take out well or you end up getting screwed on the portion size or preparation So Its really nice to find a restaurant where you know you are going to be equally satisfied when choosing takeout and never have to worry about feeling ripped off Im sure Ill be back again next week for my favourite golden temple soup,CHAU Veggie Express
Jay K.,2021-09-30,1,they let me come in wait in line for 10 min then once i started ordering takeout told me i cannot order without a vaccine passport i did show my vaccination card and was wearing a mask they couldnt accept my order by phone either because it wasnt working ive been a loyal customer ordering at least weekly for the last two years and im not going back,CHAU Veggie Express
Sydney K.,2021-09-04,5,Just moved to Vancouver and was recommended this place to eat by a friend and it did not disappoint Im vegan myself however I was with my omnivore parents and they were also blown away by how amazing the food was Came here twice and tried different dishes and all of them were astounding Will definitely be my go to place for a meal out,CHAU Veggie Express
Patricia F.,2020-09-01,5,I love this place You wont miss meat here My boyfriend is a self professed meat eater and he regularly suggests grabbing dinner from here which is a huge statement Theyve recently knocked down the wall that seperates the spaces and makes the place feel bigger For Covid measures they have stickers on the ground for you to wait to order Plastic barriers have been set up on tables as well For the food I have never had anything not 100% delicious here My favourite is the Golden Temple Bowl which is creamy from coconut milk and packed with flavour The rickety Rick shaw noodle bowl is also very delicious The tarp chips come with an interesting dip At first you may think its a peanut dressing of sorts but once you taste it its very different Definitely recommend this place on any day,CHAU Veggie Express
Glen M.,2020-01-20,5,OMGawda I left this place full as a tick First off its a very popular restaurant along Victoria st 10 minutes after we sat down it was packed Every table filled including counter space so get there early or prepare to wait IF you do have to wait the wait is worth it Cute place All veggie Cant go wrong Well the food  to start we had two different kinds of delicious spring rolls which were very good and these amazing tarot I think thats what they were chips with a dip that was awesome So good And my main meal was the very good Golden Temple something soup that was in a delicious coconut broth with tons of veggies incl a couple veggies Ive never tried before all in a massive bowl Just know youll get fed well and itll be delicious You should try this place,CHAU Veggie Express
Ly W.,2019-12-22,2,Ive tried coming to this restaurant twice and both times it was packed I finally got to try this restaurant today and was excited to see what the hype was about Honestly it wasnt really anything special or spectacular You order at the front and find a seat and food is served to you The servers were great The ladies were so friendly and came by to collect our dishes even though its half self served and asked if everything was okay We didnt find the gentleman at the cashier the owner very friendly No smile or friendly conversation or thank yous when we went up to order Prices are around 11-14 and portion is decent BUT I wasnt full when we left I ordered the Rickety Rickshaw and it is like a normal Vietnamese vermicelli bowl but without meat It had carrots cucumber radish bean sprouts bean curd and four spring roll bites While the ingredients were fresh I found the dish very ordinary The spring rolls were hard like slightly stale and I found the proportion was a little off I was done the spring rolls and was left with a lot of noodles and veggies My bf ordered the Tropical Rainstorm and the coconut was overwhelming If you like coconut then you would like this dish My bf didnt like it because it was on the sweet side and tasted kind of like dessert We also tried the thai milk tea and coconut pandan icecreams We liked how the icecreams werent very sweet but the flavour was light The coconut pandan icecream was quite delightful but I couldnt taste the Thai milk tea flavour for the Thai milk tea icecream Would we come back Probably not If we were craving vegan or vegetarian dishes we prefer the MeeT restaurants because their dishes are flavour bombs,CHAU Veggie Express
Elvi R.,2020-08-16,4,Ive been here multiple times and have ordered pretty much the same thing every time We love the Namaste Fresh Rolls  Nonla Crispy Rolls We order these to start every single time we go For the main I really enjoy the Midnight Swim Bowl with thick rice noodles Its super flavourful ans a little spicy Very delicious We also enjoy the Golden Temple Soup when its a rainy day The Baisao Beach Chips with the tofu dip is great to grab and have as a snack later on,CHAU Veggie Express
Masaki F.,2021-10-03,2,It was pretty good before but now all potions got smaller and the taste didnt same at all of course the price was higher disappointed but I guess time goes by,CHAU Veggie Express
Sayoka H.,2020-10-08,4,Been a big supporter of CHAU Veggie since their open Never once have I had a terrible experience and the food is delicious My got to is their golden temple soup with a side bowl of rice My goodness bowl of hot soup on a crispy cold Vancouver day is heaven in my mouth Portions are on the bigger side but hey you get your moneys worth Their Taro chips are delicious I would kill to have the sauce at home with veggie snacks as well I am not a vegetarian but have grown a lot of love for this place Definitely support your local business as much as possible this one is my pick,CHAU Veggie Express
Max L.,2021-05-07,5,Love Golden Temple soup with quinoa and Namahata rolls Always fresh and great customer service Highly recommended,CHAU Veggie Express
Colene C.,2019-12-18,5,This place makes healthy eating easy Whether its their yummy tarp chips and addicting dip or their noodle bowls I always feel so satiated when Im eating here Even better its made with fresh ingredients so I dont have to feel guilty My go-to favourites are the taro chips the rickety rickshaw bowl and the golden temple soup The golden temple soup in particular has this rich curry broth that is great for the veggies to soak up the flavour You have a choice of rice or noodles but my fave is the noodles The only slight downside is how popular this place is You order first at the counter then find a place to sit Communal and bar seating But I love the food here so much its worth it Pro-tip they have a location on Granville Island Great to get take out and sit by the water,CHAU Veggie Express
Cherise B.,2021-04-04,5,This was our first visit and it wont be our last Oh my goodness the food is delicious and so fresh We had the Golden Temple Soup  everything everyone says in the reviews is true Its just perfect Im so happy we ordered two so I have left overs for tomorrow We also loved the Namaste rolls Nonla Crispy rolls and the Chocolate Peanut butter bar  WOW Were so excited to try more dishes and also get all of these items again And to top it off the customer service is amazing Highly recommend,CHAU Veggie Express
Michelle W.,2019-05-24,4,Ive been trying to cut down on my meat intake lately so it was about time to CHAU down on some veggies I was a bit confused walking in as I didnt know that you had to pay first and seat yourself Water and condiments are also self-serve While I do prefer paying after my main issue was in regard to the tables as they werent wiped down after customers left Our table fell victim to this as it had a sticky residue and some crumbs As I wasnt too hungry I only ordered a Namaste Fresh Roll 5.50 and had a bit of the Golden Temple Soup 14.25 The Namaste Fresh Roll was pho-nomenal Having recently had one across the stress this roll knocked the other out of the water Absent of meat this rolls flavour is fully embodied in the lemongrass steamed tofu mung beans crispy shallots and wheat centre and roasted peanut sauce among other ingredients I certainly have to highlight this sauce because it was thiccc and had actual peanuts in it Of course I smothered my roll in it down to the last drop In other words order this dish For the meager amount of the Golden Temple Soup that I tried it packed quite the punch The aroma of the turmeric coconut curry was intoxicating and only surpassed by its rich complex flavour This and the Rice Fields Bowl appear to be the largest in portion size and are the most expensive but neither dish seems like it will leave you feeling too bloated While I enjoyed the rice noodles and the beancurd I didnt care much for the taro which was too large and dense for my liking It was the only point in the meal where I missed the succulent bite of meat say a beef brisket It was my first time eating at this location and I fully intend on sampling more of the menu to write a more fulsome review When I went to the Granville Island location I had the Rickety Rickshaw and it was pretty good from what I remember though Id imagine the portion size is smaller than this locations Next up for me will be the Rice Fields Bowl and the Namahata Fresh Rolls Until then CHAU for now,CHAU Veggie Express
Sunny T.,2020-10-18,5,Staff were friendly and all covid measures were in place The coconut drink really blew me away,CHAU Veggie Express
Sandra W.,2020-09-05,5,Wonderfully surprised I wish I could eat here everyday I love their nutritious green smoothies and yummy menu after a long day of hiking and tennis Was beautifully plated and safe measures were taken and luckily wasnt too busy We sat outside on the patio and the service was great,CHAU Veggie Express
Chloe C.,2020-04-23,5,Went here another time before COVID hit and even then the bento boxes were limited to just takeout I also got a bunch of frozen items to stock up which was a good call since restaurants all shut down a couple of days later Again the items are quite pricey but you can tell that the meals are made with care and they taste like authentic japanese home cooking They also make me feel really healthy which is always a plus Bento Box 5/5 This bento box was literally amazing and I could not have been happier with my meal The bento of the day was tofu isobe which was basically tofu carrot and daikon wrapped in deep fried seaweed In essence it was a sushi roll without rice The taste was unique and was very light and refreshing despite the seaweed which was not oily at all There was one slice of sweet potato which was good and there was also some sort of vegan fish cake which was absolutely delicious There were some other accompaniments like shredded carrot and burdock which were good but nothing mind-blowing The bento also came with brown rice and some sort of japanese plum thing which I didnt like Yam and Black Bean Zucchini Loaf 5/5 This is probably my favourite frozen item from them to date This was similar but the better upgraded version of the Yam and Black Bean Loaf I got last time This loaf tasted wonderful The flavours are mild but unique It has quinoa yam puree and black beans and I think the zucchini was a thin pureed layer on top Im not too sure where the zucchini was Im slightly confused but it was tasty so its all good It was a tad mushy but thats probably because it was frozen and the ice inside melted I really enjoyed this Kabocha Gratin 5/5 This had the same filling as the kabocha croquettes that I last time except it doesnt have the breadcrumbs and it has quinoa in it Other than that it still has the chickpeas and pumpkin puree with a thin crust on top Again the flavours were mild but it tasted really comforting Kabocha Croquettes 3.5/5 These croquettes were different from last time in that they tasted nothing like pumpkin Instead it tasted like tomato sauce and the inside was reddish-orange It has like one chickpea and one red kidney bean inside and some dried tomatoes It probably has pumpkin puree to hold the whole thing together but you just cant taste it Its not bad but its not the kabocha croquette that I loved last time Misleading advertising Vegan Gyoza 3.5/5 These would have been perfect except there was something in the filling that tasted like cilantro and I hate cilantro or whatever that herb was These gyozas are huge and have a generous amount of filling which consisted of lentils and spring onions The dumpling wrapper was great as well Its just a shame about the cilantro Chickpea and Millet Nuggets 3.5/5 This was an interesting take on a chicken nugget Obviously the filling was soft and mushy on the inside but the flavour was decent though pretty mild like most of their other items The breadcrumbs were not as crispy as I would have liked them to be and the outer layer was hard and crunchy not in a good way Overall it was okay but I probably wont be getting them again Tempeh Chili 3/5 This was a little disappointing The tomato sauce was a little acidic perhaps due to it being a frozen item The taste was too strong and overpowering and left a strange taste in my mouth afterwards There was no tempeh in it and I feel cheated The eggplants and mushrooms in the chili tasted weird and not fresh I know it was made a while ago but still and I would not get this item again Garbanzo Stroganoff 3/5 This was also rather disappointing The sauce tasted weird not sure if its because it was frozen and the mushrooms tasted weird Note to self dont buy frozen items with mushrooms eggplants or tomatoes in them It came with chickpeas carrots celery and mushrooms Again it was just okay and I would not get this item again,Tama Organic Life
Suzan L.,2019-02-01,5,Amazing place Vegetables are fresh and decor was absolutely adorable The owners are kind and welcoming Had the daily bento special which was a bowl with some patties pickled vegetables gomae brown rice quinoa and more It came with a bowl of the best miso soup I ever had the secret is apparently that they make it with a splash of soy milk Everything was tasty and blew me away Especially the spicy mayo sauce on top of the bowl That was something else I will definitely be back for more food and produce,Tama Organic Life
Samantha W.,2018-03-29,5,This place is sooooooo adorable They sell fresh produce dry goods sauces etc and all types of cute handmade things like unique slippers handmade by Japanese seniors They also have a vegan menu that you can eat in or take out I tried the rainbow wrap it was honestly SOOOO delicious The sauce they make and put in it...so fresh and flavourful Plus all the veggies in the wrap were organic and the wrap itself was gluten free and house made I cant wait to try everything else on the menu The owner and employees are so friendly Such a cute place I love it here,Tama Organic Life
Matt B.,2019-12-05,3,I came for lunch and ordered the large bento box 17++ Reasonable portion with lots of different dishes mostly cold different than most Japanese places The main dish in there was a squash dish that was tasty Very healthy options  low oil low salt low fat I dont dig the organic thing  it aint healthier nor is it more environmentally-friendly so I dont like paying a premium for no benefit But despite this gripe the meal was tasty,Tama Organic Life
Lauren L.,2015-08-08,5,Tama Organic Ethical Kitchen and Van Soba have a natural and healthy working relationship When I am able to make my way across three cities to get here for the Bento Box I dont ask what is in it I just order and know that it will be wholesome healthy and delicious I crave this food and the fact its all organic and vegan is a big plus Dont forget to have the soba Both are around 15 and it takes some time to get it ready to serve before you can eat It is very much well worth the wait Here patience is truly a virtue Healthy Japanese food at its best More people should learn about macrobiotic foods,Tama Organic Life
Michael H.,2017-03-28,5,Just want to thank hiroko-san the owner for her great work and passion for healthy natural eating She is such a friendly and informative lady She was happy to educate us with her tips and tricks My girlfriend and I commute from richmond to purchase some of their products We especially love their handmade natto japanese fermented soy beans and eggs that are hand picked from 60 or so happy chickens at a local farm They also make snacks and lunches there which are all such high quality with very generous portions Were happy to find such a gem at their new location Strongly recommend for anyone who is looking for a grocery store that has your health in mind first,Tama Organic Life
Darylle J.,2017-05-23,5,Wow Ive lived within walking distance for more than half a year and I wish I knew sooner that they served vegan Japanese lunch I will definitely be a regular here This place is the bomb Go support this local shop and their delicious nutritious food ,Tama Organic Life
Shila B.,2015-08-12,4,Lately Ive been drawn to hole in the wall places as they proved to be treasures to me This was a treasure that I was drawn to Its small menu was of decent size I loved the mini grocery store Customer service was awesome It was nice to eat somewhere and not have to worry about dietary restrictions,Tama Organic Life
Lo B.,2019-02-18,5,Discovered this place after visiting the farmers market and was blown away by the quality AND quantity of products this little store has Ive been looking for alternatives to the likes of TT for so long but gave up on ever finding an east Asian let alone specifically Japanese grocer that carried local organic and fair trade goods The owner Hiroko is as friendly and knowledgeable as it gets and I cant wait to come back to try more stuff as well as one of the amazing-looking bento boxes She also is very anti-plastic so if you come in with your own containers she will happily fill them and reuse the baggies,Tama Organic Life
Jenny G.,2019-07-25,3,Been here approximately seven times usually for lunch Bought dried beans and seeds also Service and prepared food is very good and price is  They have some very unique and interesting products for sale Unfortunately one was a dried up expensive specialty lotion They also took over a month to obtain one of the specialty enzymes so I canceled The store has a musty-humid atmosphere because most of the store is healthy organic produce There are magazines to read that arent usually seen in stores Think of this place as a health food store without the pills They have their own organic Natto which is very hard to find,Tama Organic Life
Simon K.,2013-03-19,4,Thanks to Larry ended up finding this place and you could call this your hole-in-the-wall organic mini produce mart Located on the backside armpit of the Ethical Kitchen this place can definitely be hard to find I had no idea where I was going but the map led me here and I walked around and eventually found it If you find the Ethical Kitchen its there off to the left side and a little door guides you into this warm cozy place When you enter and if there are people ordering food you maybe in for a roadblock of people at the doorway This place is tiny cramped has a small kitchen that they cook up soba noodles in the front with the cash register and extends in an elongated way the store is long for what it is and they make use of every space they have available The Japanese lady has a great happy smile to her and greets everyone who comes through the door For the size you will be amazed how much stuff is crammed in here Many items are labeled in both English and Japanese as this store is definitely tailored to the Japanese crowd she did mistake my dear for a Japanese person as her eyes were wide open and you could see excitement in her head from coming in to see they serve soba noodles here We did try the noodles here and brought back the plates and they even asked for her name We definitely will come back based on the warm hospitality and the food served here it is a hidden gem and if you dont see it you wouldnt believe it,Tama Organic Life
Fil C.,2017-11-27,5,The vegan bento was an amazing collection of flavors and textures which was completely unique The ladies serving lunch were super friendly and we had a pleasant conversation about Japanese food After finishing lunch I bought some apples from their collection of local organic produce,Tama Organic Life
James P.,2017-11-25,5,Nice little organic cafe Lots of macrobiotic and vegetarian dishes Good tea Lots of Japanese food supplies Quality attentiveness local produce The owner is very friendly and sweet,Tama Organic Life
Anabel C.,2018-05-06,4,I was looking for a vegan eatery near PNE and found Tama Tama is a small and cozy place  Sit down and eat on a picnic bench and get to know your fellow neighbour  I had the Nato burger bento box while my little one snacked on sugar peas Both of us enjoyed the food she picked away at my bento box too I especially liked the produce You can sit down to eat and then buy the necessities i.e fruit veggies teas and raw chocolate,Tama Organic Life
Jason F.,2015-11-11,5,Tama is the place to go when youre looking for healthy not to mention authentic Japanese vegetables and plants like shiso and really great service The staff remember you well and offer free samples of food too If you dont live in North Vancouver it can be a bit of a trip but its well worth it,Tama Organic Life
B T.,2015-03-15,5,The staffs were very friendly I had reserved a bento box the day before and went to pick it up along with an amazing homemade amazake rice pudding which I was allowed to try on the spot The 10 vegetarian box was good and made with local organic ingredients This store also sells quite a few selections of local produces as well as fish chicken and Japanese products,Tama Organic Life
